episode, reward, epsilon, hasWon
0, -29.00, 0.01, false
1, -29.00, 0.01, false
2, -29.00, 0.01, false
3, -29.00, 0.01, false
4, -29.00, 0.01, false
5, -30.00, 0.01, false
6, -29.00, 0.01, false
7, -29.00, 0.01, false
8, -29.00, 0.01, false
9, -29.00, 0.01, false
