episode, reward, epsilon, hasWon
0, -15.29, 0.99, false
1, -15.35, 0.99, false
2, -15.09, 0.99, false
3, -15.09, 0.99, false
4, -15.16, 0.99, false
5, -15.46, 0.99, false
6, -15.01, 0.98, false
7, -15.08, 0.98, false
8, -15.47, 0.98, false
9, -15.01, 0.98, false
10, -15.09, 0.98, false
11, -15.27, 0.98, false
12, -15.14, 0.98, false
13, -15.28, 0.98, false
14, -15.06, 0.98, false
15, -15.42, 0.98, false
16, -15.01, 0.97, false
17, -15.08, 0.97, false
18, -15.05, 0.97, false
19, -15.26, 0.97, false
20, -15.13, 0.97, false
21, -15.14, 0.97, false
22, -15.09, 0.97, false
23, -15.10, 0.97, false
24, -15.11, 0.97, false
25, -15.05, 0.97, false
26, -15.02, 0.96, false
27, -15.24, 0.96, false
28, -15.38, 0.96, false
29, -15.19, 0.96, false
30, -15.07, 0.96, false
31, -15.16, 0.96, false
32, -15.02, 0.96, false
33, -15.10, 0.96, false
34, -15.27, 0.96, false
35, -15.08, 0.96, false
36, -15.22, 0.95, false
37, -15.04, 0.95, false
38, -15.41, 0.95, false
39, -15.22, 0.95, false
40, -15.24, 0.95, false
41, -15.13, 0.95, false
42, -15.03, 0.95, false
43, -15.13, 0.95, false
44, -15.24, 0.95, false
45, -15.05, 0.95, false
46, -15.44, 0.94, false
47, -15.01, 0.94, false
48, -15.11, 0.94, false
49, -15.32, 0.94, false
50, -15.04, 0.94, false
51, -15.02, 0.94, false
52, -15.13, 0.94, false
53, -15.14, 0.94, false
54, -15.05, 0.94, false
55, -15.13, 0.94, false
56, -15.09, 0.94, false
57, -15.10, 0.93, false
58, -15.05, 0.93, false
59, -15.18, 0.93, false
60, -15.02, 0.93, false
61, -15.46, 0.93, false
62, -15.12, 0.93, false
63, -15.06, 0.93, false
64, -15.13, 0.93, false
65, -15.08, 0.93, false
66, -15.12, 0.93, false
67, -15.20, 0.92, false
68, -15.02, 0.92, false
69, -15.08, 0.92, false
70, -15.23, 0.92, false
71, -15.05, 0.92, false
72, -15.04, 0.92, false
73, -15.16, 0.92, false
74, -15.06, 0.92, false
75, -15.12, 0.92, false
76, -15.10, 0.92, false
77, -15.11, 0.91, false
78, -15.10, 0.91, false
79, -15.13, 0.91, false
80, -15.11, 0.91, false
81, -15.08, 0.91, false
82, -15.19, 0.91, false
83, -15.12, 0.91, false
84, -15.03, 0.91, false
85, -15.13, 0.91, false
86, -15.08, 0.91, false
87, -15.09, 0.90, false
88, -15.06, 0.90, false
89, -15.17, 0.90, false
90, -15.06, 0.90, false
91, -15.14, 0.90, false
92, -15.17, 0.90, false
93, -15.04, 0.90, false
94, -15.10, 0.90, false
95, -15.08, 0.90, false
96, -15.08, 0.90, false
97, -15.05, 0.89, false
98, -15.08, 0.89, false
99, -15.09, 0.89, false
100, -15.07, 0.89, false
101, -15.08, 0.89, false
102, -15.17, 0.89, false
103, -15.08, 0.89, false
104, -15.18, 0.89, false
105, -15.05, 0.89, false
106, -15.08, 0.89, false
107, -15.07, 0.89, false
108, -15.28, 0.88, false
109, -15.09, 0.88, false
110, -15.03, 0.88, false
111, -15.06, 0.88, false
112, -15.38, 0.88, false
113, -15.08, 0.88, false
114, -15.07, 0.88, false
115, -15.07, 0.88, false
116, -15.15, 0.88, false
117, -14.99, 0.88, false
118, -15.26, 0.87, false
119, 24.96, 0.87, true
120, -15.09, 0.87, false
121, -15.03, 0.87, false
122, -15.26, 0.87, false
123, -15.06, 0.87, false
124, -15.04, 0.87, false
125, -15.01, 0.87, false
126, -15.04, 0.87, false
127, -15.20, 0.87, false
128, -15.12, 0.86, false
129, -15.10, 0.86, false
130, -15.04, 0.86, false
131, -15.19, 0.86, false
